City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
570,San Vicente,AR,74.26,light rain,-26.6167,-54.1333,Complejo Turístico Farelluk
572,Pachino,IT,66.2,clear sky,36.7186,15.0907,Pietra Bianca B&B
573,Necochea,AR,68.0,clear sky,-38.5473,-58.7368,dyd -mar Hotel
577,Gorontalo,ID,76.44,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
579,Kupang,ID,78.39,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
580,Hollins,US,61.0,clear sky,37.3413,-79.9431,"Country Inn & Suites by Radisson, Roanoke, VA"
581,Lakeside,US,73.0,light rain,30.13,-81.7682,Whitey's Fish Camp
582,Shahr-E Kord,IR,60.8,clear sky,32.3256,50.8644,Shahrekord Tourist Hotel
583,Matara,LK,78.91,few clouds,5.9485,80.5353,Amaloh Boutique Resort
584,Saint-Francois,FR,77.0,clear sky,46.4154,3.9054,Manoir Du Bonheur
585,Key West,US,82.99,few clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
587,Tricase,IT,64.99,clear sky,39.9304,18.3553,Hotel Adriatico
590,Beira,MZ,82.4,few clouds,-19.8436,34.8389,Beira Terrace Hotel
591,Landeck,AT,70.0,clear sky,47.1301,10.5636,Hotel Jägerhof
592,Brandon,US,82.99,scattered clouds,27.9378,-82.2859,Brandon Motor Lodge
593,Svetlyy,RU,57.2,few clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
595,Tucuman,AR,73.4,clear sky,-26.8241,-65.2226,HOTEL MIAMI
596,Requena,ES,70.0,broken clouds,39.4883,-1.1004,Hotel Avenida
597,Vila Do Maio,CV,78.8,broken clouds,15.1333,-23.2167,Residence 'I Delfini'
598,Myitkyina,MM,76.53,light rain,25.3833,97.4,Shwe Phyu Hotel
599,General Pico,AR,69.4,clear sky,-35.6566,-63.7568,Hotel Malargue
601,Cuamba,MZ,71.33,light rain,-14.8031,36.5372,Hotel Vision
602,Luang Prabang,LA,77.74,few clouds,19.8856,102.1347,Villa Oasis
604,Bathsheba,BB,82.4,few clouds,13.2167,-59.5167,Atlantis Hotel
605,Ankang,CN,55.0,overcast clouds,32.68,109.0172,安琪酒店
606,Warrington,GB,69.8,few clouds,53.3925,-2.5802,Patten Arms Hotel
607,Omboue,GA,82.8,broken clouds,-1.5746,9.2618,Hotel Olako
608,Katobu,ID,75.38,overcast clouds,-4.9408,122.5276,La Ode Husein
609,Mount Gambier,AU,51.8,overcast clouds,-37.8333,140.7667,Commodore on the Park
610,Methoni,GR,64.4,scattered clouds,36.8197,21.7049,Methoni Beach Hotel
612,Petatlan,MX,78.8,few clouds,17.5167,-101.2667,Hotel California Petatlán
615,Ilhabela,BR,82.09,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
616,Santa Barbara,US,55.99,mist,34.7333,-120.0343,Upper Ballard Campground
619,Raymondville,US,75.2,overcast clouds,26.4815,-97.7831,La Quinta Inn & Suites by Wyndham Raymondville
621,Carupano,VE,78.6,broken clouds,10.6678,-63.2585,Hotel La dorada
624,Chongoyape,PE,75.2,clear sky,-6.6406,-79.3892,Hostal Mulato & Chaparri
625,Newry,GB,64.0,few clouds,54.1784,-6.3374,Canal Court Hotel
626,Pandan,PH,79.18,overcast clouds,14.0453,124.1694,Bonifacio Lodge
627,Russell,US,64.4,overcast clouds,32.3502,-85.1999,Macs
629,Odweyne,SO,84.45,scattered clouds,9.4092,45.06399999999999,Eng Hiirey House
630,Vao,NC,76.82,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
631,Vanimo,PG,78.6,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
632,Gat,IL,66.0,scattered clouds,31.61,34.7642,OlusHome
633,Sur,OM,83.14,clear sky,22.5667,59.5289,Sur Plaza Hotel
634,Kailua,US,73.4,light rain,21.4022,-157.7394,Sheffield House Bed & Breakfast
635,Rivera,UY,68.18,overcast clouds,-30.9053,-55.5508,Hotel Casino & Resort Rivera
636,Kensington,AU,61.0,broken clouds,-33.9167,151.2167,Meriton Suites Zetland
637,Mecca,SA,84.61,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
638,Traralgon,AU,51.01,scattered clouds,-38.1833,146.5333,Comfort Inn Traralgon
643,Kasempa,ZM,69.49,broken clouds,-13.4584,25.8338,Lolelunga Forest Reserve
645,Porto Santo,PT,66.2,scattered clouds,33.071999999999996,-16.3415,Hotel Porto Santo & Spa
646,Isabela,PH,78.8,very heavy rain,6.7085,121.9711,Isawad Resort
650,Umm Lajj,SA,73.8,clear sky,25.0213,37.2685,Moon light Furnished Units
651,Catumbela,AO,83.05,few clouds,-12.4314,13.5472,Hotel Do Kamgamba
652,Iracoubo,GF,80.28,broken clouds,5.4802,-53.2011,Le Gite D Iracoubo
653,Realeza,BR,75.4,light rain,-25.7689,-53.5325,Hotel Renascer
654,Flinders,AU,57.99,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
656,Ngunguru,NZ,66.99,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
658,Eydhafushi,MV,83.08,broken clouds,5.1033,73.0708,Soneva Fushi
659,Kaitangata,NZ,59.0,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
660,San Jose,US,55.4,clear sky,37.3394,-121.895,The Westin San Jose
661,Sunds,DK,55.99,few clouds,56.2042,9.0127,Best Bed
666,Wuwei,CN,50.11,overcast clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
668,Teknaf,BD,77.13,scattered clouds,20.8624,92.3058,Forestry Guesthouse
669,Canutama,BR,75.47,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
670,Tivaouane,SN,78.8,clear sky,14.9515,-16.8129,Palais des hôtes de Tivaouane
672,Farias Brito,BR,81.09,overcast clouds,-6.9306,-39.5656,Pousada Boa Vista
674,Ancud,CL,66.0,scattered clouds,-41.8697,-73.8203,Hotel Arena Gruesa
675,Rawson,AR,78.51,scattered clouds,-43.3002,-65.1023,Hosteria Sampedro
677,Crestview,US,75.0,scattered clouds,30.7621,-86.5705,Holiday Inn Express & Suites Crestview South I-10
679,Evans,US,64.4,broken clouds,33.5337,-82.1307,Donald J Kosatka
680,Laon,FR,75.2,clear sky,49.5667,3.6667,ibis Laon
681,Merauke,ID,77.77,broken clouds,-8.4667,140.3333,PC
685,Kandrian,PG,76.84,broken clouds,-6.2167,149.55,Kandrian Station
686,Charters Towers,AU,67.46,few clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
687,Bowen,AU,73.4,scattered clouds,-20.0167,148.2333,Castle Motor Lodge Motel
